PRODUCT,Price_Bucket,Age_Bucket,City_Bucket,Policy_id,Cover_Taken,ZD_Cover,Geo_Ext_Cover,Bi_Fuel_Kit_Cover,Vol_Ded_Cover,Engine_Protect_Cover,Tyre_Protect_Cover,Add_Deductable_Cover,RSA,PA,Val_Elec_Accessories,Val_Non_Elec_Accessories,Consumable_Cover,RTI_Cover,Anti_Theft_Cover,LOPB_Cover,Garage_Cash,KP_Cover,Recommended_Count,Telematics_Count,train_inst,Recommended_Covers,Telematics_Covers
2wPKG,Fourth,2to3,Tier 1,149030,71142,0.057954774,4.70E-05,2.01E-05,0.000751527,0,0,0.004670201,0.261524525,0.400879018,0.005079514,0.050030195,0,0.013473797,0.00688452,0,0,0.000208012,1,2,149030,['PA'],"['PA', 'RSA']"
2wPKG,Fourth,2to3,Tier 2,104578,40141,0.083765228,1.91E-05,3.82E-05,0.001950697,0,0,0.00802272,0.19392224,0.288789229,0.003891832,0.022308707,9.56E-06,0.01135038,0.007181243,9.56E-06,0,0.000917975,1,2,104578,['PA'],"['PA', 'RSA']"
2wPKG,Fourth,2to3,Tier 3,42139,14118,0.101639811,9.49E-05,7.12E-05,0.002183251,0,0,0.008922851,0.136809132,0.224234082,0.004057999,0.040651178,0,0.004746197,0.006763331,0,0,0.000949239,1,2,42139,['PA'],"['PA', 'RSA']"
2wPKG,Fourth,2to3,Tier 4,55311,17994,0.092368607,0,5.42E-05,0.001337889,0,0,0.00961834,0.122669993,0.23512502,0.003362803,0.011824049,0,0.003887111,0.008135814,0,0,0.000795502,1,2,55311,['PA'],"['PA', 'RSA']"
2wPKG,Fourth,3to6,State,233,94,0,0,0,0,0,0,0,0.13304721,0.394849785,0,0,0,0,0.012875536,0,0,0,1,2,233,['PA'],"['PA', 'RSA']"
2wPKG,Fourth,3to6,Tier 1,98219,43824,0.012543398,1.02E-05,0,0.001466111,0,0,0.000651605,0.239444507,0.422749163,0.004041988,0.014467669,0,1.02E-05,0.0079618,0,0,0.000122176,1,2,98219,['PA'],"['PA', 'RSA']"
2wPKG,Fourth,3to6,Tier 2,64011,20045,0.020574589,1.56E-05,0,0.001343519,0,0,0.001343519,0.16864289,0.279233257,0.001937167,0.006967552,0,0.000124979,0.016137851,0,0,0.000484292,1,2,64011,['PA'],"['PA', 'RSA']"
2wPKG,Fourth,3to6,Tier 3,28790,6558,0.023445641,0.000138937,3.47E-05,0.000590483,0,0,0.001007294,0.10389024,0.188225078,0.002848211,0.022229941,0,6.95E-05,0.010350816,0,0,0.000347343,1,2,28790,['PA'],"['PA', 'RSA']"
2wPKG,Fourth,3to6,Tier 4,38783,9222,0.01882268,2.58E-05,0,0.000773535,0,0,0.000954026,0.097388031,0.207590955,0.001753346,0.004692778,0,0.000128922,0.012144496,0,0,0.000206276,1,2,38783,['PA'],"['PA', 'RSA']"
2wPKG,Fourth,7to10,State,118,49,0,0,0,0,0,0,0,0.177966102,0.415254237,0,0.016949153,0,0,0,0,0,0,1,2,118,['PA'],"['PA', 'RSA']"
2wPKG,Fourth,7to10,Tier 1,35478,14892,0.00056373,0,2.82E-05,0.00200124,0,0,5.64E-05,0.182676588,0.410395174,0.003551497,0.003382378,0,2.82E-05,0.00552455,0,0,0.000140932,1,2,35478,['PA'],"['PA', 'RSA']"
2wPKG,Fourth,7to10,Tier 2,21478,6067,0.001862371,0,0,0.001722693,0,0,0,0.123661421,0.26659838,0.001815812,0.003538505,0,0,0.01150014,0,0,9.31E-05,1,2,21478,['PA'],"['PA', 'RSA']"
2wPKG,Fourth,7to10,Tier 3,8995,1765,0.002001112,0,0,0.000555864,0,0,0,0.082601445,0.17832129,0.003446359,0.013007226,0,0,0.006114508,0,0,0.000111173,1,2,8995,['PA'],"['PA', 'RSA']"
2wPKG,Fourth,7to10,Tier 4,12548,2657,0.002311125,0,0,0.00159388,0,0,0,0.086946127,0.197162894,0.001354798,0.001673573,0,0,0.009563277,0,0,0.00039847,1,2,12548,['PA'],"['PA', 'RSA']"
2wPKG,Fourth,>10,State,57,28,0,0,0,0,0,0,0,0,0.473684211,0,0,0,0,0.070175439,0,0,0,1,2,57,['PA'],"['PA', 'Anti_Theft_Cover']"
2wPKG,Fourth,>10,Tier 1,11250,4217,8.89E-05,0,0,0.003911111,0,0,0,0.000888889,0.368,0.002133333,0.001866667,0,0,0.003911111,0,0,8.89E-05,1,2,11250,['PA'],"['PA', 'Vol_Ded_Cover']"
2wPKG,Fourth,>10,Tier 2,4317,1314,0.002316423,0,0,0.001621496,0,0,0.000463285,0.001621496,0.296502201,0.000463285,0.001389854,0,0,0.004632847,0,0,0,1,2,4317,['PA'],"['PA', 'Anti_Theft_Cover']"
2wPKG,Fourth,>10,Tier 3,1430,373,0.001398601,0.000699301,0,0.003496503,0,0,0,0.004895105,0.237762238,0.005594406,0.016083916,0,0,0.011188811,0,0,0,1,2,1430,['PA'],"['PA', 'Val_Non_Elec_Accessories']"
2wPKG,Fourth,>10,Tier 4,2069,543,0.000483325,0,0,0.004833253,0,0,0,0.003383277,0.253262446,0.000483325,0,0,0,0.005799903,0,0,0,1,2,2069,['PA'],"['PA', 'Anti_Theft_Cover']"
2wPKG,Second,0to1,State,29,6,0.034482759,0,0,0,0,0,0,0,0.137931034,0,0,0,0,0.068965517,0,0,0,1,2,29,['PA'],"['PA', 'ZD_Cover']"
2wPKG,Second,0to1,Tier 1,28431,13212,0.144243959,0.000351729,0,0.000386902,0,0,0.001617952,0.057402131,0.296753544,0.006999402,0.026977595,0,0.010622208,0.010973937,0,0,0.001125532,1,2,28431,['PA'],"['PA', 'ZD_Cover']"
2wPKG,Second,0to1,Tier 2,22305,9197,0.26760816,4.48E-05,0,0.002196817,0,0,0.004797131,0.04039453,0.13597848,0.00313831,0.012463573,0,0.026227303,0.009504595,0,0,0.000851827,1,2,22305,['ZD_Cover'],"['ZD_Cover', 'PA']"
2wPKG,Second,0to1,Tier 3,17998,6420,0.290643405,5.56E-05,5.56E-05,0.007278587,0,0,0.002111346,0.035059451,0.062118013,0.002944772,0.036448494,0,0.037448605,0.003500389,0,0,0.000666741,1,2,17998,['ZD_Cover'],"['ZD_Cover', 'PA']"
2wPKG,Second,0to1,Tier 4,23639,8417,0.293328821,0,0.000126909,0.002580481,0,0,0.003680359,0.018824823,0.070857481,0.002072846,0.007233809,0,0.019967004,0.003468844,0,0,0.00270739,1,2,23639,['ZD_Cover'],"['ZD_Cover', 'PA']"
2wPKG,Second,2to3,State,170,84,0.035294118,0,0,0,0,0,0,0.070588235,0.458823529,0.005882353,0.005882353,0,0,0.005882353,0,0,0,1,2,170,['PA'],"['PA', 'RSA']"
2wPKG,Second,2to3,Tier 1,102467,70825,0.018288815,9.76E-05,9.76E-06,0.001483404,0,0,0.000614832,0.202474943,0.6660681,0.006968097,0.017439761,0,0.00231294,0.006899782,0,0,0.000165907,1,2,102467,['PA'],"['PA', 'RSA']"
2wPKG,Second,2to3,Tier 2,48765,26167,0.073331283,2.05E-05,0,0.002071158,0,0,0.002973444,0.156403158,0.460576233,0.002604327,0.006787655,0,0.004778017,0.006828668,0,0,0.000451143,1,2,48765,['PA'],"['PA', 'RSA']"
2wPKG,Second,2to3,Tier 3,14438,5894,0.075772268,0,0.000138523,0.000692617,0,0,0.003186037,0.102160964,0.32878515,0.004363485,0.027427622,0,0.00166228,0.00457127,0,0,0.00124671,1,2,14438,['PA'],"['PA', 'RSA']"
2wPKG,Second,2to3,Tier 4,22059,8412,0.077836711,4.53E-05,9.07E-05,0.000770661,0,0,0.003989301,0.096241897,0.30078426,0.003173308,0.01128791,0,0.001903985,0.00747994,0,0,0.001269323,1,2,22059,['PA'],"['PA', 'RSA']"
2wPKG,Second,3to6,State,311,163,0.003215434,0,0,0.006430868,0,0,0,0.196141479,0.517684887,0.003215434,0.003215434,0,0,0.006430868,0,0,0,1,2,311,['PA'],"['PA', 'RSA']"
2wPKG,Second,3to6,Tier 1,169294,87524,0.002026061,5.91E-06,1.18E-05,0.001329049,0,0,9.45E-05,0.260676693,0.505806467,0.004394722,0.010307512,0,2.36E-05,0.006597989,0,0,6.50E-05,1,2,169294,['PA'],"['PA', 'RSA']"
2wPKG,Second,3to6,Tier 2,77729,31792,0.007075866,0,0,0.003718046,0,0,0.000244439,0.208120521,0.385660436,0.001968377,0.004837319,0,0.000270169,0.015734153,0,0,0.000656126,1,2,77729,['PA'],"['PA', 'RSA']"
2wPKG,Second,3to6,Tier 3,20202,6784,0.007969508,0,0,0.000544501,0,0,0.0004455,0.157311157,0.302742303,0.005544006,0.026284526,0,0,0.015295515,0,0,0.000940501,1,2,20202,['PA'],"['PA', 'RSA']"
2wPKG,Second,3to6,Tier 4,30316,9952,0.010027708,0,0,0.000791661,0,0,0.000527774,0.140222985,0.306043014,0.002341998,0.006135374,0,0,0.011709988,0,0,0.000692704,1,2,30316,['PA'],"['PA', 'RSA']"
2wPKG,Second,7to10,State,241,105,0,0,0,0,0,0,0,0.153526971,0.406639004,0,0,0,0,0.008298755,0,0,0,1,2,241,['PA'],"['PA', 'RSA']"
2wPKG,Second,7to10,Tier 1,94771,43005,0.000706967,1.06E-05,1.06E-05,0.001783246,0,0,2.11E-05,0.229933207,0.44369058,0.004378977,0.007850503,0,1.06E-05,0.006848086,0,0,0.000105518,1,2,94771,['PA'],"['PA', 'RSA']"
2wPKG,Second,7to10,Tier 2,47249,16425,0.001248704,0,0,0.005079473,0,0,0.000105822,0.171220555,0.329742428,0.001291033,0.002455078,0,0.000169316,0.014095536,0,0,0.00061377,1,2,47249,['PA'],"['PA', 'RSA']"
2wPKG,Second,7to10,Tier 3,13444,3904,0.002454627,7.44E-05,7.44E-05,0.001115739,0,0,0,0.127863731,0.264504612,0.004834871,0.021422196,0,0.000148765,0.011603689,0,0,0.000892591,1,2,13444,['PA'],"['PA', 'RSA']"
2wPKG,Second,7to10,Tier 4,20967,5924,0.001287738,4.77E-05,0,0.001526208,0,0,9.54E-05,0.109886965,0.268517194,0.001335432,0.003052416,0,0,0.008251061,0,0,0.00095388,1,2,20967,['PA'],"['PA', 'RSA']"
2wPKG,Second,>10,State,154,58,0,0,0,0.006493506,0,0,0,0,0.37012987,0,0,0,0,0,0,0,0,1,2,154,['PA'],"['PA', 'Vol_Ded_Cover']"
2wPKG,Second,>10,Tier 1,37701,14663,0.00023872,7.96E-05,0,0.003846052,0,0,2.65E-05,0.001617994,0.379671627,0.004668311,0.003793003,0,0,0.00501313,0,0,0,1,2,37701,['PA'],"['PA', 'Anti_Theft_Cover']"
2wPKG,Second,>10,Tier 2,18469,5697,0.001028751,0,0,0.003519411,0,0,0,0.001516054,0.299041637,0.001461909,0.001895067,0,0.000162434,0.005252044,0,0,0.000162434,1,2,18469,['PA'],"['PA', 'Anti_Theft_Cover']"
2wPKG,Second,>10,Tier 3,6287,1751,0.001431525,0,0,0.002703992,0,0,0,0.000795292,0.260696676,0.002226817,0.013997137,0,0.000159058,0.004294576,0,0,0,1,2,6287,['PA'],"['PA', 'Val_Non_Elec_Accessories']"
2wPKG,Second,>10,Tier 4,10360,3029,0.001158301,0,0,0.003764479,0,0,9.65E-05,0.001544402,0.28011583,0.001737452,0.001640927,0,0,0.009169884,0,0,0,1,2,10360,['PA'],"['PA', 'Anti_Theft_Cover']"
2wPKG,Seventh,0to1,State,36,13,0.055555556,0,0,0,0,0,0,0,0.25,0,0,0,0,0.055555556,0,0,0,1,2,36,['PA'],"['PA', 'Anti_Theft_Cover']"
2wPKG,Seventh,0to1,Tier 1,29118,13890,0.171302974,6.87E-05,6.87E-05,0.000549488,0,0,0.001682808,0.139020537,0.278075417,0.013050347,0.033312728,0,0.028813792,0.013187719,0,0,0.000618174,1,2,29118,['PA'],"['PA', 'ZD_Cover']"
2wPKG,Seventh,0to1,Tier 2,24209,11237,0.34652402,0.000289149,0,0.000578297,0,0,0.003139328,0.08294436,0.114172415,0.033376017,0.021149159,0,0.046635549,0.006980875,0,0,0.000330456,1,2,24209,['ZD_Cover'],"['ZD_Cover', 'PA']"
2wPKG,Seventh,0to1,Tier 3,23057,10311,0.396365529,0.000650562,4.34E-05,0.002081797,0,0,0.003729887,0.035520666,0.04857527,0.004380448,0.023853927,0,0.023550332,0.007156178,0,0,0.000260225,1,2,23057,['ZD_Cover'],"['ZD_Cover', 'PA']"
2wPKG,Seventh,0to1,Tier 4,30862,14378,0.409856782,6.48E-05,3.24E-05,0.001620115,0,0,0.002462575,0.041669367,0.066781155,0.008489404,0.027541961,0,0.040535286,0.005605599,0,0,0.001036874,1,2,30862,['ZD_Cover'],"['ZD_Cover', 'PA']"
2wPKG,Seventh,2to3,State,51,22,0.039215686,0,0,0,0,0,0,0.156862745,0.392156863,0,0,0,0,0.019607843,0,0,0,1,2,51,['PA'],"['PA', 'RSA']"
2wPKG,Seventh,2to3,Tier 1,32964,13094,0.039285281,0,0,0.000606722,0,0,0.002062856,0.206376653,0.345558791,0.006158233,0.010921005,0,0.00336731,0.009131173,0,0,0.000182017,1,2,32964,['PA'],"['PA', 'RSA']"
2wPKG,Seventh,2to3,Tier 2,15267,4634,0.102508679,0.000458505,6.55E-05,0.000655008,0,0,0.00517456,0.117770354,0.193620227,0.003340538,0.00956311,0,0.005043558,0.011069627,0,0,0.000589507,1,2,15267,['PA'],"['PA', 'RSA']"
2wPKG,Seventh,2to3,Tier 3,7281,2079,0.129789864,0.002060157,0,0.000274688,0,0,0.005356407,0.08776267,0.152039555,0.002884219,0.011536877,0,0.0021975,0.005905782,0,0,0.000686719,1,2,7281,['PA'],"['PA', 'ZD_Cover']"
2wPKG,Seventh,2to3,Tier 4,9659,2782,0.097939745,0.00010353,0,0.000931773,0,0,0.004348276,0.111398696,0.186975877,0.004141215,0.004555337,0,0.002484729,0.010353039,0,0,0.001656486,1,2,9659,['PA'],"['PA', 'RSA']"
2wPKG,Seventh,3to6,State,41,13,0.024390244,0,0,0,0,0,0.024390244,0.048780488,0.317073171,0,0,0,0,0.024390244,0,0,0,1,2,41,['PA'],"['PA', 'RSA']"
2wPKG,Seventh,3to6,Tier 1,18012,6737,0.010215412,5.55E-05,0,0.001443482,0,0,0.000610704,0.195092161,0.350488563,0.005496336,0.004885632,0,0.000111037,0.011103709,0,0,0.000111037,1,2,18012,['PA'],"['PA', 'RSA']"
2wPKG,Seventh,3to6,Tier 2,7718,2001,0.025654315,0.000647836,0,0.00142524,0,0,0.001813941,0.117258357,0.216247733,0.002591345,0.005053123,0,0.000259134,0.013086292,0,0,0.000388702,1,2,7718,['PA'],"['PA', 'RSA']"
2wPKG,Seventh,3to6,Tier 3,3133,619,0.031918289,0.000638366,0,0.000319183,0,0,0.002553463,0.084583466,0.156080434,0.001595914,0.005426109,0,0,0.006383658,0,0,0,1,2,3133,['PA'],"['PA', 'RSA']"
2wPKG,Seventh,3to6,Tier 4,4640,951,0.022844828,0.000215517,0,0.000862069,0,0,0.000646552,0.08362069,0.168103448,0.00237069,0.002155172,0,0.000215517,0.013793103,0,0,0,1,2,4640,['PA'],"['PA', 'RSA']"
2wPKG,Seventh,7to10,State,25,6,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,1,2,25,['PA'],"['PA', 'Anti_Theft_Cover']"
2wPKG,Seventh,7to10,Tier 1,5564,1798,0.000718907,0,0,0.000898634,0,0,0,0.152767793,0.31092739,0.001976995,0.002336449,0,0,0.009166068,0,0,0,1,2,5564,['PA'],"['PA', 'RSA']"
2wPKG,Seventh,7to10,Tier 2,2695,540,0.001113173,0,0,0,0,0,0,0.090538033,0.184044527,0.00296846,0.005565863,0,0,0.012244898,0,0,0,1,2,2695,['PA'],"['PA', 'RSA']"
2wPKG,Seventh,7to10,Tier 3,895,139,0.007821229,0.001117318,0,0.002234637,0,0,0,0.062569832,0.134078212,0.002234637,0.005586592,0,0,0.004469274,0,0,0,1,2,895,['PA'],"['PA', 'RSA']"
2wPKG,Seventh,7to10,Tier 4,1643,288,0.004260499,0,0,0,0,0,0,0.069993914,0.150334753,0.001217285,0.000608643,0,0,0.018259282,0,0,0.001217285,1,2,1643,['PA'],"['PA', 'RSA']"
2wPKG,Seventh,>10,State,4,1,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,1,2,4,['PA'],"['PA', 'Anti_Theft_Cover']"
2wPKG,Seventh,>10,Tier 1,1069,217,0.001870907,0,0,0.001870907,0,0,0,0,0.188961646,0.005612722,0.004677268,0,0,0.009354537,0,0,0,1,2,1069,['PA'],"['PA', 'Anti_Theft_Cover']"
2wPKG,Seventh,>10,Tier 2,391,53,0.002557545,0,0,0,0,0,0,0.010230179,0.109974425,0.002557545,0.002557545,0,0,0.012787724,0,0,0,1,2,391,['PA'],"['PA', 'Anti_Theft_Cover']"
2wPKG,Seventh,>10,Tier 3,133,27,0.015037594,0,0,0,0,0,0,0.007518797,0.180451128,0,0,0,0,0,0,0,0,1,2,133,['PA'],"['PA', 'ZD_Cover']"
2wPKG,Seventh,>10,Tier 4,281,39,0.010676157,0,0,0,0,0,0,0.017793594,0.117437722,0,0,0,0,0.003558719,0,0,0,1,2,281,['PA'],"['PA', 'RSA']"
2wPKG,Sixth,0to1,State,61,16,0.06557377,0,0,0,0,0,0,0,0.213114754,0.016393443,0,0,0,0,0,0,0,1,2,61,['PA'],"['PA', 'ZD_Cover']"
2wPKG,Sixth,0to1,Tier 1,53615,25115,0.213056048,0.00013056,0,0.002014362,0,0,0.003562436,0.115396811,0.210687308,0.01645062,0.062146787,0,0.054443719,0.014548167,0,0,0.000167863,1,2,53615,['ZD_Cover'],"['ZD_Cover', 'PA']"
2wPKG,Sixth,0to1,Tier 2,93489,43034,0.374867631,5.35E-05,2.14E-05,0.005690509,0,0,0.007787012,0.059942881,0.073409706,0.043812641,0.029950048,0,0.049513847,0.003711667,0,0,0.000288804,1,2,93489,['ZD_Cover'],"['ZD_Cover', 'PA']"
2wPKG,Sixth,0to1,Tier 3,87025,43008,0.449020396,0.000310256,2.30E-05,0.001034186,0,0,0.009928182,0.042033898,0.04374605,0.015846021,0.036219477,1.15E-05,0.050973858,0.008032175,0,0,0.000287274,1,2,87025,['ZD_Cover'],"['ZD_Cover', 'RTI_Cover']"
2wPKG,Sixth,0to1,Tier 4,110716,55271,0.446466635,0.000108385,9.03E-06,0.001607717,0,0,0.006214097,0.039091008,0.050083095,0.018687453,0.028749232,0,0.046894758,0.007695365,0,0,0.000189674,1,2,110716,['ZD_Cover'],"['ZD_Cover', 'PA']"
2wPKG,Sixth,2to3,State,139,55,0.021582734,0,0,0,0,0,0.007194245,0.129496403,0.352517986,0,0,0,0,0.007194245,0,0,0,1,2,139,['PA'],"['PA', 'RSA']"
2wPKG,Sixth,2to3,Tier 1,70262,33698,0.027354758,4.27E-05,1.42E-05,0.001380547,0,0,0.002519143,0.181406735,0.443354872,0.00308844,0.010603171,0,0.00325923,0.005636048,0,0,0.000185022,1,2,70262,['PA'],"['PA', 'RSA']"
2wPKG,Sixth,2to3,Tier 2,51281,15551,0.074686531,0.000195004,3.90E-05,0.006162126,0,0,0.00538211,0.101265576,0.218365476,0.003139564,0.009477194,0,0.005031103,0.006708138,0,0,0.00048751,1,2,51281,['PA'],"['PA', 'RSA']"
2wPKG,Sixth,2to3,Tier 3,28280,6739,0.0927157,0.00053041,3.54E-05,0.003783593,0,0,0.007425743,0.066053748,0.137942008,0.001379066,0.021923621,0,0.004066478,0.005374823,0,0,0.00053041,1,2,28280,['PA'],"['PA', 'ZD_Cover']"
2wPKG,Sixth,2to3,Tier 4,36704,9116,0.067104403,0.00016347,2.72E-05,0.002288579,0,0,0.005367262,0.076503923,0.175621186,0.003650828,0.005476242,0,0.001907149,0.010952485,0,0,0.00049041,1,2,36704,['PA'],"['PA', 'RSA']"
2wPKG,Sixth,3to6,State,176,68,0,0,0,0,0,0,0,0.107954545,0.363636364,0,0,0,0,0.017045455,0,0,0,1,2,176,['PA'],"['PA', 'RSA']"
2wPKG,Sixth,3to6,Tier 1,80991,35522,0.002654616,2.47E-05,0,0.00150634,0,0,0.000185206,0.195071057,0.428380931,0.003481868,0.003420133,0,1.23E-05,0.00590189,0,0,0.000123471,1,2,80991,['PA'],"['PA', 'RSA']"
2wPKG,Sixth,3to6,Tier 2,41827,11481,0.013436297,2.39E-05,0,0.002056088,0,0,0.000741148,0.113419562,0.248714945,0.00191264,0.00502068,0,0.000143448,0.007913549,0,0,0.000454252,1,2,41827,['PA'],"['PA', 'RSA']"
2wPKG,Sixth,3to6,Tier 3,19163,3604,0.01821218,0.000208736,0,0.000782758,0,0,0.000730575,0.070813547,0.155925481,0.001982988,0.013672181,0,0.000260919,0.005009654,0,0,0.000417471,1,2,19163,['PA'],"['PA', 'RSA']"
2wPKG,Sixth,3to6,Tier 4,28576,6230,0.013017917,0.000139978,3.50E-05,0.00118981,0,0,0.000804871,0.08293673,0.192014278,0.002554591,0.003079507,0,0.000104983,0.012423012,0,0,0.00031495,1,2,28576,['PA'],"['PA', 'RSA']"
2wPKG,Sixth,7to10,State,144,53,0,0,0,0,0,0,0,0.131944444,0.361111111,0,0,0,0,0.006944444,0,0,0,1,2,144,['PA'],"['PA', 'RSA']"
2wPKG,Sixth,7to10,Tier 1,41923,16737,0.000596331,2.39E-05,4.77E-05,0.002313766,0,0,2.39E-05,0.174581972,0.390382368,0.003196336,0.002027527,0,0,0.00593946,0,0,0.000119266,1,2,41923,['PA'],"['PA', 'RSA']"
2wPKG,Sixth,7to10,Tier 2,19503,5276,0.002768805,0.000102548,0,0.001589499,0,0,0.000102548,0.114495206,0.255294057,0.001794596,0.002409886,0,0,0.009383172,0,0,0.000307645,1,2,19503,['PA'],"['PA', 'RSA']"
2wPKG,Sixth,7to10,Tier 3,7917,1408,0.002526209,0.000378931,0.00012631,0.000757863,0,0,0,0.068333965,0.161930024,0.001642036,0.008589112,0,0.00012631,0.00543135,0,0,0,1,2,7917,['PA'],"['PA', 'RSA']"
2wPKG,Sixth,7to10,Tier 4,12480,2650,0.001923077,0,0,0.002083333,0,0,8.01E-05,0.083173077,0.194791667,0.002003205,0.00224359,0,0,0.012179487,0,0,0.000320513,1,2,12480,['PA'],"['PA', 'RSA']"
2wPKG,Sixth,>10,State,38,17,0,0,0,0,0,0,0,0,0.447368421,0,0,0,0,0,0,0,0,1,2,38,['PA'],"['PA', 'Anti_Theft_Cover']"
2wPKG,Sixth,>10,Tier 1,15310,5544,0.000261267,0,0,0.00568256,0,0,0,0.001110385,0.352514696,0.003265839,0.00163292,0,0,0.005551927,0,0,0,1,2,15310,['PA'],"['PA', 'Vol_Ded_Cover']"
2wPKG,Sixth,>10,Tier 2,5337,1674,0.002435825,0,0,0.002810568,0,0,0,0.000562114,0.301292861,0.00318531,0.004309537,0,0,0.007494847,0,0,0,1,2,5337,['PA'],"['PA', 'Anti_Theft_Cover']"
2wPKG,Sixth,>10,Tier 3,1849,417,0.001622499,0,0,0.004326663,0,0,0,0,0.213088156,0.001081666,0.003244997,0,0,0.006489995,0,0,0,1,2,1849,['PA'],"['PA', 'Anti_Theft_Cover']"
2wPKG,Sixth,>10,Tier 4,3005,727,0.00266223,0,0,0.003660566,0,0,0,0.001663894,0.221963394,0.000665557,0.000665557,0,0,0.013976705,0,0,0,1,2,3005,['PA'],"['PA', 'Anti_Theft_Cover']"
2wPKG,Third,0to1,State,59,18,0.06779661,0,0,0,0,0,0.033898305,0,0.220338983,0,0,0,0,0.033898305,0,0,0,1,2,59,['PA'],"['PA', 'ZD_Cover']"
2wPKG,Third,0to1,Tier 1,47744,24384,0.137441354,0.000230395,0,0.000460791,0,0,0.001926944,0.132875335,0.355206937,0.003665382,0.033847185,0,0.02609752,0.003497822,0,0,0.001801273,1,2,47744,['PA'],"['PA', 'ZD_Cover']"
2wPKG,Third,0to1,Tier 2,42268,17710,0.253809028,9.46E-05,7.10E-05,0.000473171,0,0,0.004589761,0.07244251,0.146422826,0.01824075,0.024794171,0,0.032388568,0.003193906,0,0,0.00099366,1,2,42268,['ZD_Cover'],"['ZD_Cover', 'PA']"
2wPKG,Third,0to1,Tier 3,36060,16988,0.386744315,0.000221852,2.77E-05,0.001358846,0,0,0.008236273,0.051109262,0.085967831,0.00693289,0.066222962,0,0.059373267,0.003521908,0,0,0.000665557,1,2,36060,['ZD_Cover'],"['ZD_Cover', 'PA']"
2wPKG,Third,0to1,Tier 4,46440,19109,0.321317829,6.46E-05,4.31E-05,0.001098191,0,0,0.007687339,0.050624462,0.075301464,0.009926787,0.023987941,0,0.022588286,0.010206718,0,0,0.001012059,1,2,46440,['ZD_Cover'],"['ZD_Cover', 'PA']"
2wPKG,Third,2to3,State,212,91,0.023584906,0,0,0,0,0,0,0.108490566,0.396226415,0,0,0,0,0.009433962,0,0,0,1,2,212,['PA'],"['PA', 'RSA']"
2wPKG,Third,2to3,Tier 1,97566,54660,0.026494886,3.07E-05,3.07E-05,0.001670664,0,0,0.001475924,0.226380091,0.528329541,0.002839104,0.009972736,0,0.002480372,0.00466351,0,0,0.000266486,1,2,97566,['PA'],"['PA', 'RSA']"
2wPKG,Third,2to3,Tier 2,50904,21224,0.073923464,3.93E-05,3.93E-05,0.002337734,0,0,0.004027188,0.146628949,0.336810467,0.002691341,0.009743832,0,0.006738174,0.006482791,0,0,0.000726858,1,2,50904,['PA'],"['PA', 'RSA']"
2wPKG,Third,2to3,Tier 3,21719,7422,0.101616097,9.21E-05,4.60E-05,0.001105023,0,0,0.006123671,0.098945624,0.234357015,0.00349924,0.036834108,0,0.002808601,0.005433031,0,0,0.000736682,1,2,21719,['PA'],"['PA', 'ZD_Cover']"
2wPKG,Third,2to3,Tier 4,31108,10733,0.078404269,3.21E-05,0,0.001028674,0,0,0.004178989,0.107335734,0.265269384,0.003568214,0.00736145,0,0.002314517,0.007875788,3.21E-05,0,0.001028674,1,2,31108,['PA'],"['PA', 'RSA']"
2wPKG,Third,3to6,State,287,109,0,0,0,0.003484321,0,0,0,0.139372822,0.3728223,0,0.003484321,0,0,0.003484321,0,0,0,1,2,287,['PA'],"['PA', 'RSA']"
2wPKG,Third,3to6,Tier 1,113791,54244,0.004235836,8.79E-06,1.76E-05,0.001432451,0,0,0.000202125,0.239931102,0.464597376,0.003550369,0.004376445,0,0,0.006221933,0,0,6.15E-05,1,2,113791,['PA'],"['PA', 'RSA']"
2wPKG,Third,3to6,Tier 2,55447,19686,0.011560589,1.80E-05,5.41E-05,0.002218335,0,0,0.000414811,0.170829801,0.329197251,0.002019947,0.005013797,0,0.000108211,0.012480387,0,0,0.000414811,1,2,55447,['PA'],"['PA', 'RSA']"
2wPKG,Third,3to6,Tier 3,21459,5497,0.017102381,9.32E-05,0,0.000838809,0,0,0.000559206,0.110536372,0.220606738,0.003262035,0.022880843,0,9.32E-05,0.009786104,0,0,0.000372804,1,2,21459,['PA'],"['PA', 'RSA']"
2wPKG,Third,3to6,Tier 4,31127,9179,0.01529219,0,0,0.001156552,0,0,0.000899541,0.124232981,0.269316028,0.002216725,0.004047933,0,9.64E-05,0.009734314,0,0,0.00054615,1,2,31127,['PA'],"['PA', 'RSA']"
2wPKG,Third,7to10,State,184,72,0,0,0,0,0,0,0,0.092391304,0.385869565,0,0,0,0,0.005434783,0,0,0,1,2,184,['PA'],"['PA', 'RSA']"
2wPKG,Third,7to10,Tier 1,55207,24026,0.000633978,0,0,0.002409115,0,0,3.62E-05,0.197493072,0.426685022,0.002843842,0.002300433,0,0,0.00581448,0,0,0,1,2,55207,['PA'],"['PA', 'RSA']"
2wPKG,Third,7to10,Tier 2,29602,8647,0.001081008,0,0,0.002229579,0,0,3.38E-05,0.136544828,0.276298899,0.001148571,0.001857983,0,6.76E-05,0.012296466,0,0,0.00067563,1,2,29602,['PA'],"['PA', 'RSA']"
